State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
Iowa,103,674,1.24,62,33,0,132
Iowa,101,617,1.1,58,35,0,124
Iowa,91,631,1.18,45,24,0,112
Iowa,70,598,1.07,49,22,0,97
Iowa,40,587,1.04,40,16,0,64
Iowa,32,574,1.06,37,13,0,56
Iowa,20,549,1,22,,0,37
Iowa,20,595,1.13,28,,0,43
Iowa,26,563,1.02,25,,0,47
Iowa,42,601,1.19,31,13,0,60
Iowa,46,649,1.19,35,11,0,70
Iowa,51,644,1.23,47,22,0,76
Iowa,54,644,1.21,49,15,0,88
Iowa,57,662,1.28,46,14,0,89
Iowa,63,620,1.14,47,17,0,93
Iowa,77,686,1.28,58,30,0,105
Iowa,59,589,1.09,42,18,0,83
Iowa,61,629,1.14,50,23,0,88
Iowa,46,626,1.15,35,13,0,68
Iowa,57,633,1.12,57,15,0,99
Iowa,83,666,1.11,51,20,0,114
Iowa,99,720,1.29,62,32,0,129
Iowa,112,667,1.13,70,45,0,137
Iowa,127,724,1.22,76,44,,160
Iowa,128,706,1.17,70,42,,157
Iowa,235,770,1.31,107,76,0,266
Iowa,219,680,1.13,105,70,0,254
Iowa,111,400,0.65,55,39,0,127
Iowa,18,84,0.14,,,0,20
Kansas,0,547,0.98,36,0,,43
Kansas,0,503,0.91,27,0,,36
Kansas,0,574,1,38,0,,44
Kansas,0,559,0.98,37,0,10,47
Kansas,0,548,1,33,0,14,47
Kansas,0,575,1.02,43,0,14,57
Kansas,,522,0.94,47,0,,55
Kansas,,514,0.96,27,0,15,43
Kansas,,523,1,43,,,48
Kansas,21,547,1.09,43,,0,55
Kansas,36,525,1.03,57,14,,80
Kansas,42,546,1.12,44,21,,66
Kansas,22,541,1.12,42,13,,52
Kansas,25,524,1.07,34,12,0,47
Kansas,34,504,1.03,40,15,0,59
Kansas,27,529,1.13,35,,0,56
Kansas,,518,1.08,24,,0,29
Kansas,14,506,1.07,23,,,33
Kansas,18,499,1.03,30,,0,41
Kansas,,515,1.1,33,,0,38
Kansas,20,507,1.07,34,14,0,40
Kansas,17,521,1.04,31,11,0,37
Kansas,12,561,1.17,28,,0,32
Kansas,16,503,1.07,14,0,0,30
Kansas,24,517,1.08,25,,0,40
Kansas,35,539,1.14,35,13,0,57
Kansas,40,543,1.19,40,19,0,61
Kansas,37,599,1.29,44,16,0,65
Kansas,40,576,1.23,41,15,0,66
Kansas,39,512,1.12,34,12,0,61
Kansas,49,529,1.17,33,15,0,67
Kansas,38,563,1.17,52,15,0,75
Kansas,56,579,1.21,39,19,0,76
Kansas,49,549,1.11,39,15,0,73
Kansas,56,593,1.22,42,24,0,74
Kansas,68,576,1.16,47,30,0,85
Kansas,82,632,1.35,50,28,0,104
Kansas,96,630,1.27,67,44,,119
Kansas,118,647,1.32,71,44,0,145
Kansas,85,557,1.09,66,46,0,105
Kansas,126,628,1.23,72,49,0,149
Kansas,127,606,1.2,88,64,0,151
Kansas,71,371,0.71,37,24,0,84
Kansas,,24,0.05,,,0,
Kentucky,0,977,0.99,93,0,,101
Kentucky,0,956,0.95,92,0,10,102
Kentucky,0,954,0.99,77,0,,86
Kentucky,0,992,0.99,81,0,,86
Kentucky,0,1018,1.02,86,0,10,96
Kentucky,0,1007,1,79,0,,84
Kentucky,0,1020,1.07,86,0,14,100
Kentucky,,948,0.99,82,,15,100
Kentucky,,935,0.97,75,,,85
Kentucky,47,1046,1.12,113,32,,133
Kentucky,53,1026,1.08,112,34,,136
Kentucky,59,959,1.02,97,29,0,127
Kentucky,68,973,1.04,114,35,,148
Kentucky,48,995,1.11,83,15,,117
Kentucky,62,1004,1.11,98,26,0,134
Kentucky,51,993,1.11,85,21,0,115
Kentucky,49,992,1.13,93,30,0,112
Kentucky,44,986,1.16,90,20,0,114
Kentucky,39,914,1.03,95,17,0,117
Kentucky,43,1000,1.1,89,24,0,108
Kentucky,26,964,1.1,95,13,,109
Kentucky,37,933,1.07,95,15,0,117
Kentucky,36,985,1.1,62,10,0,88
Kentucky,36,1042,1.21,82,16,0,102
Kentucky,37,931,1.09,72,13,,97
Kentucky,47,960,1.12,89,17,0,119
Kentucky,46,1025,1.21,76,20,0,102
Kentucky,53,997,1.14,96,25,0,124
Kentucky,64,1009,1.17,89,31,0,122
Kentucky,77,1071,1.25,107,36,0,148
Kentucky,70,995,1.14,92,33,,129
Kentucky,84,1040,1.22,90,30,0,144
Kentucky,70,996,1.11,92,37,0,125
Kentucky,59,986,1.13,82,27,0,114
Kentucky,69,1036,1.17,99,29,0,139
Kentucky,59,940,1.07,77,25,,112
Kentucky,86,990,1.11,83,35,0,134
Kentucky,97,1022,1.13,122,54,0,165
Kentucky,128,1037,1.12,110,56,0,182
Kentucky,107,905,0.98,106,55,,159
Kentucky,110,839,0.94,97,52,0,155
Kentucky,67,507,0.53,56,29,0,94
Kentucky,13,163,0.17,,,,17
Kentucky,0,,0.01,0,0,0,0
Louisiana,0,974,1.01,42,0,,46
Louisiana,0,956,0.98,36,0,,42
Louisiana,0,950,1.02,45,0,,52
Louisiana,,949,1.02,40,,,49
Louisiana,,992,1.13,49,,11,60
Louisiana,,961,1.09,49,,,58
Louisiana,0,993,1.09,44,0,,50
Louisiana,41,953,1.05,71,21,,96
Louisiana,191,1229,1.37,121,63,,253
Louisiana,391,1386,1.52,228,162,,459
Louisiana,455,1525,1.81,243,185,,514
Louisiana,392,1358,1.6,235,181,,449
Louisiana,336,1245,1.38,214,173,,377
Louisiana,268,1169,1.38,183,130,,322
Louisiana,241,1125,1.28,175,139,,279
Louisiana,170,1101,1.29,139,94,0,215
Louisiana,131,1053,1.25,94,64,0,161
Louisiana,121,1052,1.23,93,52,0,162
Louisiana,103,1011,1.14,98,60,0,141
Louisiana,73,948,1.14,63,34,0,102
Louisiana,86,999,1.22,75,50,0,111
Louisiana,72,992,1.19,59,32,,99
Louisiana,86,979,1.19,79,44,0,121
Louisiana,119,1048,1.25,103,59,0,163
Louisiana,156,1138,1.38,123,80,0,199
Louisiana,225,1200,1.45,148,106,0,267
Louisiana,237,1191,1.43,158,108,0,287
Louisiana,249,1218,1.46,178,132,0,295
Louisiana,202,1162,1.38,167,120,0,249
Louisiana,194,1101,1.32,127,101,0,220
Louisiana,161,1073,1.29,120,87,0,194
Louisiana,115,1060,1.3,92,60,0,147
Louisiana,115,992,1.12,103,62,0,156
Louisiana,93,995,1.15,68,39,,123
Louisiana,76,937,1.17,77,39,0,114
Louisiana,72,957,1.18,77,47,0,102
Louisiana,78,955,1.13,79,40,0,117
Louisiana,71,893,1.02,77,40,0,108
Louisiana,56,859,1.02,63,28,0,91
Louisiana,61,757,0.88,56,28,0,89
Louisiana,58,692,0.75,51,26,0,83
Louisiana,25,537,0.6,23,12,0,36
Louisiana,10,221,0.25,11,,0,14
Louisiana,0,15,0.02,,0,0,
Maine,0,288,1.04,19,0,,22
Maine,0,316,1.07,29,0,,35
Maine,0,329,1.14,23,0,,25
Maine,0,299,0.99,18,0,,19
Maine,0,292,1.04,25,0,,28
Maine,0,313,1.03,30,0,,32
Maine,0,301,0.98,29,0,,35
Maine,0,277,0.95,16,0,,18
Maine,,279,0.9,31,,,33
Maine,,300,1,35,,,41
Maine,12,304,1,31,,0,39
Maine,11,310,1.12,23,0,,35
Maine,18,285,0.97,16,,,32
Maine,,277,1.04,13,,0,20
Maine,,293,1.09,23,,0,29
Maine,10,256,0.98,,,0,17
Maine,,267,1,15,,0,21
Maine,13,302,1.16,19,,0,30
Maine,,255,1.01,11,,0,16
Maine,,254,0.97,10,,0,12
Maine,,275,1.03,16,,0,17
Maine,,299,1.11,15,,0,18
Maine,,280,1.06,19,0,0,25
Maine,,289,1.11,12,0,0,18
Maine,,294,1.08,11,,0,16
Maine,,282,1.12,18,0,0,20
Maine,,283,1.05,12,,0,15
Maine,,276,1.01,15,,0,16
Maine,,280,1.05,14,0,0,16
Maine,,312,1.19,13,,0,16
Maine,,285,1.09,12,,0,13
Maine,,289,1.08,13,,0,14
Maine,,319,1.17,19,,0,22
Maine,,299,1.07,16,,0,18
Maine,,309,1.08,10,,0,11
Maine,,289,1.05,13,0,0,15
Maine,,302,1.06,23,,0,26
Maine,,275,0.98,12,,0,12
Maine,,275,1.02,12,,0,14
Maine,,273,0.96,14,0,0,16
Maine,,330,1.18,21,,0,26
Maine,14,320,1.08,27,,0,35
Maine,19,270,0.92,18,,0,34
Maine,,54,0.18,,0,0,
Maryland,0,1034,0.99,69,0,,77
Maryland,0,1004,0.95,62,0,,71
Maryland,0,1019,0.99,71,0,12,83
Maryland,0,973,0.94,62,0,,69
Maryland,0,1082,1.06,75,0,11,86
Maryland,0,1049,1.04,82,0,11,93
Maryland,0,1006,1.01,65,0,13,78
Maryland,,1064,1.07,81,,,91
Maryland,18,1092,1.08,101,10,10,119
Maryland,86,1190,1.21,156,41,,207
Maryland,212,1353,1.35,180,90,10,308
Maryland,298,1356,1.43,209,118,,390
Maryland,392,1537,1.64,205,124,,475
Maryland,426,1521,1.6,226,147,,506
Maryland,414,1446,1.59,214,160,,470
Maryland,390,1428,1.58,187,134,0,443
Maryland,296,1333,1.47,175,110,,362
Maryland,290,1263,1.44,166,104,0,352
Maryland,233,1167,1.25,158,104,0,287
Maryland,191,1155,1.25,129,76,,245
Maryland,134,1068,1.19,117,45,0,206
Maryland,115,1030,1.11,92,40,0,167
Maryland,92,1049,1.15,79,29,0,142
Maryland,74,1031,1.15,72,20,,127
Maryland,62,1025,1.12,74,25,0,111
Maryland,66,1000,1.13,74,30,0,110
Maryland,79,1066,1.18,80,25,0,134
Maryland,72,1005,1.13,73,20,0,125
Maryland,60,1061,1.17,73,23,0,110
Maryland,59,1002,1.13,64,16,0,107
Maryland,56,1036,1.16,70,16,0,110
Maryland,55,1043,1.14,71,23,0,103
Maryland,38,992,1.1,45,12,0,71
Maryland,49,985,1.09,64,23,0,90
Maryland,49,1067,1.19,91,19,0,121
Maryland,41,1068,1.16,59,16,0,84
Maryland,51,1076,1.18,90,20,0,121
Maryland,42,1039,1.08,71,15,,99
Maryland,63,1087,1.11,88,31,,121
Maryland,65,1042,1.1,78,24,0,119
Maryland,75,1031,1.06,73,25,0,123
Maryland,77,976,0.99,83,35,0,125
Maryland,60,756,0.77,65,24,,102
Maryland,,131,0.13,11,,0,13
Massachusetts,0,1204,0.94,104,0,14,118
Massachusetts,0,1233,0.98,92,0,14,106
Massachusetts,0,1250,0.96,93,0,15,108
Massachusetts,,1166,0.94,89,0,17,107
Massachusetts,0,1278,1.02,100,0,21,121
Massachusetts,,1214,0.99,86,0,18,105
Massachusetts,0,1311,1.13,94,0,16,110
Massachusetts,,1170,1.02,107,,12,122
Massachusetts,48,1287,1.06,135,20,11,172
Massachusetts,229,1549,1.29,254,122,11,371
Massachusetts,642,2038,1.72,377,243,,778
Massachusetts,1106,2492,2.17,504,367,,1247
Massachusetts,1235,2533,2.28,571,453,,1354
Massachusetts,1121,2307,2.02,502,410,,1214
Massachusetts,940,2070,1.91,438,360,,1021
Massachusetts,789,1885,1.73,321,242,0,868
Massachusetts,530,1578,1.48,244,178,0,596
Massachusetts,390,1357,1.23,200,150,0,440
Massachusetts,244,1234,1.15,149,90,,304
Massachusetts,181,1139,1.06,132,73,0,240
Massachusetts,131,1125,1.05,98,40,0,189
Massachusetts,95,1082,1.01,75,24,0,146
Massachusetts,67,1046,0.94,81,26,0,122
Massachusetts,58,1046,0.96,50,14,,95
Massachusetts,35,1060,1.03,54,10,0,79
Massachusetts,36,1088,1.02,54,10,0,80
Massachusetts,32,1021,0.95,51,,0,75
Massachusetts,28,992,0.92,47,,0,72
Massachusetts,21,1049,0.99,53,,0,70
Massachusetts,33,1032,0.99,56,,0,82
Massachusetts,23,1057,1,58,,0,76
Massachusetts,18,1012,0.96,42,,0,56
Massachusetts,22,1011,0.94,42,,0,56
Massachusetts,27,1094,1.03,67,,0,86
Massachusetts,22,1121,1.05,59,,0,74
Massachusetts,26,1101,0.98,71,10,0,87
Massachusetts,28,1090,1.01,77,13,0,92
Massachusetts,43,1121,0.98,75,16,0,102
Massachusetts,58,1175,1.04,74,20,0,112
Massachusetts,53,1075,0.94,86,22,0,117
Massachusetts,72,1182,1.07,98,30,,142
Massachusetts,80,1139,0.98,101,28,,154
Massachusetts,55,798,0.68,52,26,0,81
Massachusetts,,72,0.06,12,,0,14
Michigan,0,2004,1.02,116,0,12,128
Michigan,0,1937,0.95,133,0,,141
Michigan,0,2012,1.02,111,0,19,130
Michigan,0,2056,1.05,131,0,28,159
Michigan,,1972,0.99,102,,27,129
Michigan,0,1986,1,112,0,27,139
Michigan,,1951,0.99,134,,26,160
Michigan,21,2033,1.05,133,,30,177
Michigan,231,2429,1.26,281,118,24,418
Michigan,679,3114,1.59,589,369,18,915
Michigan,969,3377,1.75,699,492,,1184
Michigan,972,3154,1.71,656,510,,1122
Michigan,775,2802,1.49,529,392,,914
Michigan,593,2585,1.42,385,276,,704
Michigan,448,2236,1.23,299,192,,558
Michigan,289,2156,1.2,242,142,0,389
Michigan,230,2010,1.14,193,102,,321
Michigan,171,1958,1.09,132,61,,243
Michigan,115,1996,1.14,134,53,0,196
Michigan,77,1860,1.03,102,27,0,152
Michigan,58,1882,1.07,107,22,0,143
Michigan,46,1911,1.09,107,16,0,137
Michigan,41,1983,1.11,89,18,0,112
Michigan,42,1889,1.09,92,13,0,121
Michigan,35,1871,1.04,78,16,0,97
Michigan,37,1890,1.12,97,12,0,122
Michigan,55,1957,1.11,105,20,0,140
Michigan,45,1863,1.07,117,20,0,142
Michigan,59,2018,1.15,134,26,0,167
Michigan,58,1915,1.14,120,25,0,153
Michigan,61,1928,1.1,107,30,0,138
Michigan,54,1949,1.12,102,28,0,128
Michigan,40,1929,1.1,92,18,0,114
Michigan,56,1895,1.09,116,29,0,143
Michigan,51,1984,1.11,117,26,0,142
Michigan,77,2010,1.11,115,32,,161
Michigan,84,2125,1.19,129,38,0,175
Michigan,123,2001,1.07,146,62,0,207
Michigan,156,2138,1.16,158,72,0,242
Michigan,153,2068,1.09,150,67,,236
Michigan,210,2018,1.07,193,97,,306
Michigan,79,1495,0.79,112,42,0,149
Michigan,45,581,0.3,42,22,0,65
Michigan,0,0,0,0,0,0,0
Minnesota,0,942,1.02,76,0,,82
Minnesota,0,919,1,60,0,,69
Minnesota,0,940,1.02,51,0,,58
Minnesota,0,912,1.01,63,0,13,76
Minnesota,0,931,1.07,67,0,17,84
Minnesota,0,944,1.07,69,0,17,86
Minnesota,0,881,1.04,50,0,16,66
Minnesota,,893,1.02,67,,15,82
Minnesota,11,903,1.07,62,,,74
Minnesota,25,921,1.07,63,10,,85
Minnesota,45,934,1.04,91,18,,120
Minnesota,79,946,1.11,90,24,,145
Minnesota,147,1011,1.23,96,41,0,202
Minnesota,155,1039,1.24,97,43,,210
Minnesota,167,1052,1.24,82,42,,209
Minnesota,142,998,1.18,95,53,0,184
Minnesota,164,1002,1.22,78,40,,203
Minnesota,156,1015,1.25,91,38,0,209
Minnesota,151,1038,1.31,84,40,,197
Minnesota,90,973,1.24,62,25,,128
Minnesota,68,940,1.22,65,16,0,117
Minnesota,54,838,1.05,58,12,0,100
Minnesota,44,875,1.09,45,,0,80
Minnesota,32,865,1.07,46,,0,72
Minnesota,38,866,1.12,57,10,0,85
Minnesota,34,878,1.08,54,,0,81
Minnesota,36,818,0.99,40,10,0,66
Minnesota,46,892,1.04,58,17,0,87
Minnesota,47,883,1.12,54,16,0,85
Minnesota,57,903,1.11,58,20,0,95
Minnesota,40,910,1.11,59,17,0,82
Minnesota,51,894,1.09,52,16,,88
Minnesota,56,884,1.08,44,13,0,87
Minnesota,47,947,1.13,51,13,0,85
Minnesota,57,956,1.12,72,21,0,108
Minnesota,68,871,1.01,66,27,0,107
Minnesota,83,990,1.14,65,24,0,124
Minnesota,98,925,1.05,60,30,0,128
Minnesota,121,983,1.12,88,40,0,169
Minnesota,148,1000,1.14,88,42,0,194
Minnesota,207,1059,1.18,123,69,,262
Minnesota,263,1065,1.18,141,106,0,298
Minnesota,219,820,0.94,137,98,0,258
Minnesota,,76,0.09,,,0,
Mississippi,0,608,0.93,51,0,,53
Mississippi,0,702,1.02,56,0,,62
Mississippi,0,648,0.98,50,0,,54
Mississippi,0,623,0.96,43,0,,48
Mississippi,0,663,1.08,55,0,10,65
Mississippi,0,660,1.06,57,0,,63
Mississippi,0,621,0.97,49,0,,56
Mississippi,,623,0.99,52,0,,58
Mississippi,15,696,1.19,62,,,75
Mississippi,53,706,1.14,85,24,,115
Mississippi,65,698,1.16,86,35,,117
Mississippi,66,731,1.23,91,32,0,125
Mississippi,67,750,1.27,80,29,0,118
Mississippi,100,747,1.27,87,45,0,142
Mississippi,86,747,1.25,76,28,0,134
Mississippi,108,775,1.33,110,54,,165
Mississippi,101,721,1.24,96,48,0,149
Mississippi,107,748,1.24,96,56,0,147
Mississippi,89,726,1.22,66,39,0,116
Mississippi,69,702,1.18,70,36,0,103
Mississippi,75,742,1.31,83,39,0,119
Mississippi,68,717,1.24,67,35,,101
Mississippi,91,709,1.24,75,38,0,128
Mississippi,120,788,1.31,96,53,0,163
Mississippi,128,784,1.4,124,78,0,174
Mississippi,162,874,1.59,134,85,0,211
Mississippi,227,865,1.5,165,120,0,272
Mississippi,199,909,1.54,167,116,0,250
Mississippi,192,854,1.51,152,116,0,228
Mississippi,187,803,1.41,154,111,,230
Mississippi,155,801,1.46,109,74,,190
Mississippi,113,726,1.23,102,60,,155
Mississippi,109,733,1.25,87,57,0,139
Mississippi,104,729,1.32,89,47,0,146
Mississippi,101,706,1.21,86,56,0,131
Mississippi,85,705,1.2,94,42,0,137
Mississippi,68,741,1.26,86,38,0,116
Mississippi,73,640,1.11,82,43,0,112
Mississippi,84,679,1.15,82,52,0,114
Mississippi,83,660,1.12,84,44,0,123
Mississippi,90,631,1.02,85,49,0,126
Mississippi,86,593,0.95,69,36,0,119
Mississippi,28,363,0.57,41,17,0,52
Mississippi,,61,0.1,,,0,
Missouri,0,1361,1.01,86,0,12,98
Missouri,0,1329,0.98,72,0,,76
Missouri,0,1345,0.95,66,0,13,79
Missouri,0,1356,1.01,62,0,30,92
Missouri,0,1366,1.05,89,0,24,113
Missouri,0,1393,1.07,87,0,23,110
Missouri,0,1301,0.99,78,0,22,100
Missouri,,1267,0.95,67,,23,90
Missouri,18,1337,1.05,107,11,14,128
Missouri,55,1298,1.07,107,24,,144
Missouri,97,1461,1.21,103,26,,175
Missouri,93,1350,1.1,94,24,,166
Missouri,132,1441,1.17,120,53,0,199
Missouri,119,1387,1.12,97,41,0,175
Missouri,120,1419,1.2,99,42,0,177
Missouri,92,1342,1.13,82,25,,150
Missouri,78,1295,1.09,83,29,0,132
Missouri,59,1235,1.05,62,16,0,105
Missouri,50,1279,1.08,65,18,0,97
Missouri,45,1254,1.08,78,16,,108
Missouri,43,1223,1.06,60,,0,95
Missouri,43,1277,1.07,67,12,0,98
Missouri,39,1275,1.06,50,11,0,78
Missouri,38,1280,1.09,58,,,89
Missouri,45,1356,1.15,70,13,0,102
Missouri,85,1344,1.15,81,32,0,134
Missouri,78,1348,1.2,86,32,0,132
Missouri,98,1343,1.11,110,39,0,169
Missouri,103,1362,1.16,100,37,0,166
Missouri,98,1385,1.19,97,42,,155
Missouri,124,1347,1.17,110,51,,184
Missouri,110,1376,1.18,110,55,0,165
Missouri,149,1335,1.13,104,52,0,201
Missouri,128,1406,1.18,116,64,0,180
Missouri,183,1423,1.19,136,77,0,242
Missouri,231,1446,1.24,131,84,0,278
Missouri,218,1449,1.27,143,96,0,265
Missouri,199,1407,1.2,131,76,,254
Missouri,232,1421,1.16,145,99,0,278
Missouri,272,1367,1.14,171,101,0,342
Missouri,294,1398,1.23,173,113,0,354
Missouri,228,1115,0.97,131,95,0,264
Missouri,81,565,0.46,60,31,0,110
Missouri,,32,0.03,,,0,
Montana,0,218,1.05,10,0,,11
Montana,0,202,0.94,,0,,12
Montana,0,198,0.9,,0,,11
Montana,0,218,0.97,15,0,,17
Montana,0,235,1.14,,0,,11
Montana,0,221,0.97,12,0,,18
Montana,0,218,1.06,11,0,,17
Montana,0,228,1.1,21,0,,26
Montana,,205,1.12,21,,,26
Montana,,177,0.87,13,0,,17
Montana,0,216,1.1,12,0,0,12
Montana,,191,0.94,11,,,15
Montana,,187,0.97,,0,0,
Montana,,204,1.1,10,,,12
Montana,0,177,0.93,,0,0,
Montana,0,205,1.1,10,0,0,10
Montana,0,181,0.98,,0,0,
Montana,,179,1.02,,0,0,
Montana,,178,0.9,14,,0,14
Montana,,223,1.16,,0,0,
Montana,,198,1.11,,0,0,
Montana,,198,1.09,11,0,0,12
Montana,,176,0.91,,,0,
Montana,,189,1.04,,,0,15
Montana,,203,1.07,10,,0,18
Montana,12,223,1.07,,,0,18
Montana,16,216,1.06,,,0,20
Montana,15,215,1.13,18,,0,27
Montana,,205,1.11,10,,0,13
Montana,11,240,1.28,,,0,13
Montana,12,194,1.07,10,,0,18
Montana,18,232,1.21,21,12,0,27
Montana,25,220,1.19,21,16,0,30
Montana,15,235,1.3,13,,0,22
Montana,20,235,1.3,12,,0,28
Montana,29,237,1.11,24,15,0,38
Montana,42,276,1.4,39,24,0,57
Montana,43,254,1.3,23,17,0,49
Montana,66,283,1.45,41,30,0,77
Montana,74,292,1.58,51,41,0,84
Montana,53,241,1.24,30,25,0,58
Montana,16,153,0.78,,,0,21
Montana,,102,0.52,,,0,12
Montana,0,10,0.05,0,0,0,0
Nebraska,0,373,1.07,29,0,,35
Nebraska,0,345,0.94,21,0,,27
Nebraska,0,327,0.95,29,0,,32
Nebraska,0,318,0.88,29,0,,31
Nebraska,0,341,0.99,22,0,,24
Nebraska,0,355,1.02,30,0,,32
Nebraska,0,343,0.97,24,0,,25
